id,book,page,certainty,category,description,rooms,features,notes
crydee_169,Magician,194,unknown,architecture,"The soldier nearest the door seemed to be relaxing, his left arm behind his head as he lay back on a pile of cushions, his attention only half focused on the captive. But Pug noticed that his other hand was never more than an inch from the hilt of a wicked-looking dagger at his belt. A brief gleam of light on lacquer revealed the presence of another dagger hilt, half protruding from a pillow at the right elbow of the man in orange. The man in black said slowly, ""Listen, for I tell you somethi...",,"bed, door",Extracted from page 194
crydee_170,Magician,195,implied,architecture,"common soldiers. He tried to explain his position as a member in the Duke's court. After several attempts he resigned himself to the presumption they made of his being some sort of highly placed servant. The magician picked up a small device and held it out to Pug. Hesitating for a moment, the boy reached out and took it. It was a cube of some crystallike material, with veins of pink running throughout. After a moment in his hand, it took on a glow softly pink. The man in orange gave an order...",,,Extracted from page 195
crydee_171,Magician,196,canon,architecture,"Seven times the dwarves of the Grey Towers had ventured out against the invaders, and seven times they had inflicted heavy losses. But each time it was clear that the Tsurani's numbers were undiminished. Many dwarves were missing now, their lives bought at a dear price to the enemy, but dearer to the families of the Grey Towers. The long-lived dwarves had fewer children, years further apart, than did humans. Each loss diminished dwarvenkind at a much more damaging cost than could have been im...",Tower,,Extracted from page 196
crydee_172,Magician,198,canon,architecture,"As they finished their meager meal, one of the guards on the edge of camp came into the clearing before the cave. ""Someone comes."" The dwarves quickly armed themselves and stood ready. Instead of the strangely armored Tsurani soldiers, a single man dressed in the dark grey cloak and tunic of a Natalese Ranger appeared. He walked directly into the center of the clearing and announced in a voice hoarse from days running through wet forests, ""Hail, Dolgan of the Grey Towers."" Dolgan stepped forw...",Tower,,Extracted from page 198
crydee_173,Magician,199,canon,architecture,"Crydee for days at a time. I will spend some time there, then start the long run for the dukes' camp."" ""Will you return?"" asked Dolgan. The ranger smiled, his grin showing up brightly against his dark skin. ""perhaps, if the gods are obliging. If not I, then one of my brothers. It might be that you'll see Long Leon, for he was sent to Elvandar and, if he is a'right, may be bound here with missives from the Lady Aglaranna. It would be good to know how the elvenfolk fare."" Tomas's head came up f...",,,Extracted from page 199
crydee_174,Magician,200,canon,architecture,"would let him fight if the keep was attacked, but they certainly wouldn't let him participate in raids. ""Thank you, Grimsworth, but I will remain. There is much yet to be done here, and I would be a part of it. I would ask you to give word to my mother and father that I am well enough and think of them."" Sitting down, he added, ""If it is my destiny to return to Crydee, I shall."" Grimsworth looked hard at Tomas, seemed about to speak, then noticed a slight shake of Dolgan's head. More than any...",,wall,Extracted from page 200
crydee_175,Magician,201,canon,architecture,"walls, creating confusion for the eye. A shout from the rear of the Tsurani force sounded, and the aliens began to back down the tunnel. Those with shields came to the fore, forming a wall over which the swordsmen could strike. The dwarves were unable to reach far enough to do any damage. Each time a dwarf attacked, the shield wall would stand, and the attacker would be answered by sword blows from behind the shield. In short spurts the enemy backed away. Tomas moved to the fore, since his re...",,wall,Extracted from page 201
crydee_176,Magician,202,implied,architecture,"The rear guard was pressed back toward the escape tunnel, and twice soldiers tried to circle to cut them off. Both times Tomas struck out, and they fell. When Dolgan and his fighters stood atop the bodies of the fallen monsters, Tomas yelled, ""Be ready to jump."" He took the two heavy skins from the dwarf. ""Now!"" he shouted. Dolgan and the others leaped back, and the Tsurani were left standing on the other side of the corpses. Without hesitation, the dwarves sped up the tunnel while Tomas thre...",,,Extracted from page 202
crydee_177,Magician,203,implied,architecture,"on this side. They would have to find a place free of guards, if one existed. Tomas looked around. It was nearly nightfall, and if they were to sneak across the river this close to the Tsurani lines, it would best be done in the dark. Tomas whispered this to Dolgan, who nodded. He signaled the guard to head off to the west of the espied camp, to find a likely looking place to hole up. After a short wait the guide returned with word of a thicket facing a hollowed rock where they could wait for...",,,Extracted from page 203
crydee_178,Magician,204,canon,architecture,"dismissed them, and they fled out of the great hall, past the mighty golden dragon, Shuruga, who patiently awaited his master. . . ""ToMAS,"" CAmE the voice. Tomas's eyes opened with a snap. Dolgan had his hand upon the young man's arm. ""It is time. Night has fallen. You've been asleep, laddie."" Tomas shook his head to clear it, and the lingering images fled. He felt a churning in his stomach as the last flickering vision of a warrior in white and gold standing over the bloody body of an elven ...",great hall,,Extracted from page 204
crydee_179,Magician,205,canon,architecture,"forward and surprised a Tsurani guard who was trying to peer through the gloom. The man cried out as he was killed, and shouting erupted a short way off. Tomas saw lantern light rapidly approaching him, turned, and ran. He found Dolgan waiting on the bank and shouted, ""fly! They are upon US., Several dwarves stood indecisively as Tomas and Dolgan splashed into the river. The water was cold, moving rapidly over the sandbar. Tomas had to steady himself as he waded through. The water was only wa...",,,Extracted from page 205
